num_expediente;fecha;hora;localizacion;numero;Combinada;cod_distrito;distrito;tipo_accidente;estado_meteorológico;tipo_vehiculo;tipo_persona;rango_edad;sexo;cod_lesividad;lesividad;coordenada_x_utm;coordenada_y_utm;positiva_alcohol;positiva_droga;Ciudad;latitud;longitud
2022S001834;2022-01-28;11:40:00;CALL. JORGE JUAN / CALL. FUENTE DEL BERRO;106;CALL. JORGE JUAN / CALL. FUENTE DEL BERRO,106,Madrid;4.0;SALAMANCA;Caída;Despejado;Motocicleta hasta 125cc;Conductor;De 40 a 44 años;Hombre;2.0;Ingreso inferior o igual a 24 horas;443039.194;4474939.682;N;;Madrid;40.42313919449956;-3.671463752360787
2022S001836;2022-01-28;11:20:00;CALL. DOCTOR ESQUERDO,43;43;CALL. DOCTOR ESQUERDO,43,43,Madrid;4.0;SALAMANCA;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;De 40 a 44 años;Hombre;;;443282.999;4475029.83;N;;Madrid;40.423967950278524;-3.668597964040228
2022S001836;2022-01-28;11:20:00;CALL. DOCTOR ESQUERDO,43;43;CALL. DOCTOR ESQUERDO,43,43,Madrid;4.0;SALAMANCA;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;Desconocido;Desconocido;;;443282.999;4475029.83;N;;Madrid;40.423967950278524;-3.668597964040228
2022S001837;2022-01-28;12:30:00;CALL. VELAZQUEZ,96;96;CALL. VELAZQUEZ,96,96,Madrid;4.0;SALAMANCA;Alcance;;Turismo;Conductor;De 21 a 24 años;Mujer;;;442029.184;4476071.489;N;;Madrid;40.43326531104457;-3.6834723354650407
2022S001837;2022-01-28;12:30:00;CALL. VELAZQUEZ,96;96;CALL. VELAZQUEZ,96,96,Madrid;4.0;SALAMANCA;Alcance;;Turismo;Conductor;De 40 a 44 años;Mujer;;;442029.184;4476071.489;N;;Madrid;40.43326531104457;-3.6834723354650407
2022S001851;2022-01-28;15:26:00;CALL. GOYA / CALL. SERRANO;4;CALL. GOYA / CALL. SERRANO,4,Madrid;4.0;SALAMANCA;Caída;Despejado;Furgoneta;Conductor;De 30 a 34 años;Hombre;14.0;Sin asistencia sanitaria;441648.539;4475195.15;N;;Madrid;40.42534420966734;-3.6878793690279545
2022S001851;2022-01-28;15:26:00;CALL. GOYA / CALL. SERRANO;4;CALL. GOYA / CALL. SERRANO,4,Madrid;4.0;SALAMANCA;Caída;Despejado;Motocicleta hasta 125cc;Conductor;De 35 a 39 años;Hombre;1.0;Atención en urgencias sin posterior ingreso;441648.539;4475195.15;N;;Madrid;40.42534420966734;-3.6878793690279545
2022S001864;2022-01-28;17:15:00;CALL. JOSE ORTEGA Y GASSET / CALL. CLAUDIO COELLO;17;CALL. JOSE ORTEGA Y GASSET / CALL. CLAUDIO COELLO,17,Madrid;4.0;SALAMANCA;Caída;Despejado;Ciclomotor;Conductor;De 25 a 29 años;Hombre;7.0;Asistencia sanitaria sólo en el lugar del accidente;441836.015;4475759.58;N;;Madrid;40.430441998456956;-3.6857210888934167
2022S001906;2022-01-28;23:25:00;PASEO. MARQUES DE ZAFRA / CALL. DOCTOR ESQUERDO;2;PASEO. MARQUES DE ZAFRA / CALL. DOCTOR ESQUERDO,2,Madrid;4.0;SALAMANCA;Colisión fronto-lateral;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 21 a 24 años;Mujer;7.0;Asistencia sanitaria sólo en el lugar del accidente;443303.029;4475349.263;N;;Madrid;40.42684693542405;-3.6683903440527916
2022S001906;2022-01-28;23:25:00;PASEO. MARQUES DE ZAFRA / CALL. DOCTOR ESQUERDO;2;PASEO. MARQUES DE ZAFRA / CALL. DOCTOR ESQUERDO,2,Madrid;4.0;SALAMANCA;Colisión fronto-lateral;Despejado;Motocicleta hasta 125cc;Conductor;De 30 a 34 años;Hombre;14.0;Sin asistencia sanitaria;443303.029;4475349.263;N;;Madrid;40.42684693542405;-3.6683903440527916
2022S001947;2022-01-28;09:40:00;CALL. FRANCISCO SILVELA,80;80;CALL. FRANCISCO SILVELA,80,80,Madrid;4.0;SALAMANCA;Caída;Despejado;Motocicleta > 125cc;Conductor;De 30 a 34 años;Hombre;6.0;Asistencia sanitaria inmediata en centro de salud o mutua;442643.046;4476425.218;N;;Madrid;40.436494435620645;-3.6762673465462776
2022S001947;2022-01-28;09:40:00;CALL. FRANCISCO SILVELA,80;80;CALL. FRANCISCO SILVELA,80,80,Madrid;4.0;SALAMANCA;Caída;Despejado;Turismo;Conductor;De 40 a 44 años;Mujer;14.0;Sin asistencia sanitaria;442643.046;4476425.218;N;;Madrid;40.436494435620645;-3.6762673465462776
2022S001949;2022-01-28;13:55:00;CALL. AGUSTIN DURAN / CALL. JUAN DE LA HOZ;30;CALL. AGUSTIN DURAN / CALL. JUAN DE LA HOZ,30,Madrid;4.0;SALAMANCA;Colisión fronto-lateral;Despejado;Furgoneta;Conductor;De 60 a 64 años;Hombre;14.0;Sin asistencia sanitaria;442802.348;4476491.802;N;;Madrid;40.43710522878729;-3.6743952127469632
2022S001949;2022-01-28;13:55:00;CALL. AGUSTIN DURAN / CALL. JUAN DE LA HOZ;30;CALL. AGUSTIN DURAN / CALL. JUAN DE LA HOZ,30,Madrid;4.0;SALAMANCA;Colisión fronto-lateral;Despejado;Motocicleta hasta 125cc;Conductor;De 25 a 29 años;Hombre;7.0;Asistencia sanitaria sólo en el lugar del accidente;442802.348;4476491.802;N;;Madrid;40.43710522878729;-3.6743952127469632
2022S001959;2022-01-29;06:00:00;AUTOV. M-30,+00500I,PK 5.800 LATERAL;+00600I;AUTOV. M-30,+00500I,PK 5.800 LATERAL,+00600I,Madrid;4.0;SALAMANCA;Alcance;Despejado;Turismo;Conductor;De 40 a 44 años;Hombre;7.0;Asistencia sanitaria sólo en el lugar del accidente;443948.683;4476035.622;N;;Madrid;40.43307377357052;-3.6608398501436965
2022S001959;2022-01-29;06:00:00;AUTOV. M-30,+00500I,PK 5.800 LATERAL;+00600I;AUTOV. M-30,+00500I,PK 5.800 LATERAL,+00600I,Madrid;4.0;SALAMANCA;Alcance;Despejado;Turismo;Conductor;Desconocido;Desconocido;;;443948.683;4476035.622;N;;Madrid;40.43307377357052;-3.6608398501436965
2022S001959;2022-01-29;06:00:00;AUTOV. M-30,+00500I,PK 5.800 LATERAL;+00600I;AUTOV. M-30,+00500I,PK 5.800 LATERAL,+00600I,Madrid;4.0;SALAMANCA;Alcance;Despejado;Turismo;Pasajero;De 21 a 24 años;Mujer;14.0;Sin asistencia sanitaria;443948.683;4476035.622;N;;Madrid;40.43307377357052;-3.6608398501436965
2022S001973;2022-01-27;14:50:00;CALL. MARIA DE MOLINA / GREGO;2;CALL. MARIA DE MOLINA / GREGO,2,Madrid;4.0;SALAMANCA;Colisión frontal;;Furgoneta;Conductor;De 40 a 44 años;Hombre;;;441409.791;4476596.021;N;;Madrid;40.43794713880096;-3.690822800315906
2022S001973;2022-01-27;14:50:00;CALL. MARIA DE MOLINA / GREGO;2;CALL. MARIA DE MOLINA / GREGO,2,Madrid;4.0;SALAMANCA;Colisión frontal;;Turismo;Conductor;De 40 a 44 años;Mujer;;;441409.791;4476596.021;N;;Madrid;40.43794713880096;-3.690822800315906
2022S001992;2022-01-29;22:25:00;CALL. ALCALA,155;155;CALL. ALCALA,155,155,Madrid;4.0;SALAMANCA;Alcance;Despejado;Ciclomotor;Conductor;De 35 a 39 años;Hombre;7.0;Asistencia sanitaria sólo en el lugar del accidente;442802.501;4475198.333;N;;Madrid;40.42545301839176;-3.674277014132336
2022S001992;2022-01-29;22:25:00;CALL. ALCALA,155;155;CALL. ALCALA,155,155,Madrid;4.0;SALAMANCA;Alcance;Despejado;Turismo;Conductor;De 18 a 20 años;Hombre;14.0;Sin asistencia sanitaria;442802.501;4475198.333;N;;Madrid;40.42545301839176;-3.674277014132336
2022S001992;2022-01-29;22:25:00;CALL. ALCALA,155;155;CALL. ALCALA,155,155,Madrid;4.0;SALAMANCA;Alcance;Despejado;Turismo;Pasajero;De 18 a 20 años;Hombre;14.0;Sin asistencia sanitaria;442802.501;4475198.333;N;;Madrid;40.42545301839176;-3.674277014132336
2022S002094;2022-01-29;21:05:00;CALL. SERRANO / CALL. JUAN BRAVO;92;CALL. SERRANO / CALL. JUAN BRAVO,92,Madrid;4.0;SALAMANCA;Colisión fronto-lateral;Despejado;Motocicleta hasta 125cc;Conductor;De 21 a 24 años;Hombre;7.0;Asistencia sanitaria sólo en el lugar del accidente;441754.641;4476040.832;N;;Madrid;40.43296995764516;-3.686706150932192
2022S002094;2022-01-29;21:05:00;CALL. SERRANO / CALL. JUAN BRAVO;92;CALL. SERRANO / CALL. JUAN BRAVO,92,Madrid;4.0;SALAMANCA;Colisión fronto-lateral;Despejado;Turismo;Conductor;De 65 a 69 años;Hombre;7.0;Asistencia sanitaria sólo en el lugar del accidente;441754.641;4476040.832;N;;Madrid;40.43296995764516;-3.686706150932192
2022S002113;2022-01-30;17:25:00;CALL. DOCTOR ESQUERDO,47;47;CALL. DOCTOR ESQUERDO,47,47,Madrid;4.0;SALAMANCA;Colisión lateral;Despejado;Turismo;Conductor;De 35 a 39 años;Hombre;;;443275.071;4474932.525;N;;Madrid;40.42309083510468;-3.6686827353513856
2022S002113;2022-01-30;17:25:00;CALL. DOCTOR ESQUERDO,47;47;CALL. DOCTOR ESQUERDO,47,47,Madrid;4.0;SALAMANCA;Colisión lateral;Despejado;Turismo;Conductor;De 50 a 54 años;Hombre;;;443275.071;4474932.525;N;;Madrid;40.42309083510468;-3.6686827353513856
2022S002113;2022-01-30;17:25:00;CALL. DOCTOR ESQUERDO,47;47;CALL. DOCTOR ESQUERDO,47,47,Madrid;4.0;SALAMANCA;Colisión lateral;Despejado;Turismo;Pasajero;De 45 a 49 años;Mujer;;;443275.071;4474932.525;N;;Madrid;40.42309083510468;-3.6686827353513856
2022S002158;2022-01-31;16:00:00;CALL. JUAN BRAVO,51;51;CALL. JUAN BRAVO,51,51,Madrid;4.0;SALAMANCA;Atropello a persona;Despejado;Motocicleta hasta 125cc;Conductor;De 35 a 39 años;Hombre;6.0;Asistencia sanitaria inmediata en centro de salud o mutua;442676.301;4475986.178;N;;Madrid;40.432541638269825;-3.675835677976909
2022S002158;2022-01-31;16:00:00;CALL. JUAN BRAVO,51;51;CALL. JUAN BRAVO,51,51,Madrid;4.0;SALAMANCA;Atropello a persona;Despejado;Motocicleta hasta 125cc;Peatón;De 40 a 44 años;Mujer;14.0;Sin asistencia sanitaria;442676.301;4475986.178;N;;Madrid;40.432541638269825;-3.675835677976909
2022S002159;2022-01-31;16:00:00;PLAZA. CIBELES / CALL. ALCALA;4;PLAZA. CIBELES / CALL. ALCALA,4,Madrid;4.0;SALAMANCA;Colisión lateral;Despejado;Turismo;Conductor;De 30 a 34 años;Mujer;14.0;Sin asistencia sanitaria;441244.637;4474527.336;N;;Madrid;40.41929979176098;-3.6925787576553373
2022S002159;2022-01-31;16:00:00;PLAZA. CIBELES / CALL. ALCALA;4;PLAZA. CIBELES / CALL. ALCALA,4,Madrid;4.0;SALAMANCA;Colisión lateral;Despejado;Turismo;Conductor;De 40 a 44 años;Hombre;14.0;Sin asistencia sanitaria;441244.637;4474527.336;N;;Madrid;40.41929979176098;-3.6925787576553373
2022S002159;2022-01-31;16:00:00;PLAZA. CIBELES / CALL. ALCALA;4;PLAZA. CIBELES / CALL. ALCALA,4,Madrid;4.0;SALAMANCA;Colisión lateral;Despejado;Turismo;Pasajero;De 25 a 29 años;Hombre;14.0;Sin asistencia sanitaria;441244.637;4474527.336;N;;Madrid;40.41929979176098;-3.6925787576553373
2022S002163;2022-01-31;16:20:00;GTA. EMILIO CASTELAR,0;0;GTA. EMILIO CASTELAR,0,0,Madrid;4.0;SALAMANCA;Caída;Despejado;Autobús;Conductor;De 50 a 54 años;Hombre;14.0;Sin asistencia sanitaria;441609.17;4476319.694;N;;Madrid;40.4354718787848;-3.6884467412722213
2022S002163;2022-01-31;16:20:00;GTA. EMILIO CASTELAR,0;0;GTA. EMILIO CASTELAR,0,0,Madrid;4.0;SALAMANCA;Caída;Despejado;Autobús;Pasajero;De 55 a 59 años;Mujer;7.0;Asistencia sanitaria sólo en el lugar del accidente;441609.17;4476319.694;N;;Madrid;40.4354718787848;-3.6884467412722213
2022S002163;2022-01-31;16:20:00;GTA. EMILIO CASTELAR,0;0;GTA. EMILIO CASTELAR,0,0,Madrid;4.0;SALAMANCA;Caída;Despejado;Autobús;Pasajero;De 60 a 64 años;Mujer;7.0;Asistencia sanitaria sólo en el lugar del accidente;441609.17;4476319.694;N;;Madrid;40.4354718787848;-3.6884467412722213
2022S002163;2022-01-31;16:20:00;GTA. EMILIO CASTELAR,0;0;GTA. EMILIO CASTELAR,0,0,Madrid;4.0;SALAMANCA;Caída;Despejado;Furgoneta;Conductor;De 45 a 49 años;Mujer;14.0;Sin asistencia sanitaria;441609.17;4476319.694;N;;Madrid;40.4354718787848;-3.6884467412722213
2022S002166;2022-01-31;17:30:00;CALL. GENERAL ORAA,24;24;CALL. GENERAL ORAA,24,24,Madrid;4.0;SALAMANCA;Choque contra obstáculo fijo;Despejado;Turismo;Conductor;Desconocido;Desconocido;;;441984.095;4476393.626;N;;Madrid;40.436164132156804;-3.6840333038625324
2022S002183;2022-01-31;19:30:00;CALL. DIEGO DE LEON / CALL. VELAZQUEZ;18;CALL. DIEGO DE LEON / CALL. VELAZQUEZ,18,Madrid;4.0;SALAMANCA;Colisión lateral;Despejado;Turismo;Conductor;De 45 a 49 años;Hombre;;;442032.086;4476254.9;N;;Madrid;40.43491776814101;-3.683454852541413
2022S002183;2022-01-31;19:30:00;CALL. DIEGO DE LEON / CALL. VELAZQUEZ;18;CALL. DIEGO DE LEON / CALL. VELAZQUEZ,18,Madrid;4.0;SALAMANCA;Colisión lateral;Despejado;Turismo;Conductor;De 55 a 59 años;Hombre;;;442032.086;4476254.9;N;;Madrid;40.43491776814101;-3.683454852541413
2022S002204;2022-02-01;08:10:00;CALL. ROBERTO DOMINGO,1A;1A;CALL. ROBERTO DOMINGO,1A,1A,Madrid;4.0;SALAMANCA;Colisión lateral;Despejado;Motocicleta hasta 125cc;Conductor;De 45 a 49 años;Hombre;7.0;Asistencia sanitaria sólo en el lugar del accidente;443907.17;4476134.631;N;;Madrid;40.43396289997762;-3.6613379920567763
2022S002204;2022-02-01;08:10:00;CALL. ROBERTO DOMINGO,1A;1A;CALL. ROBERTO DOMINGO,1A,1A,Madrid;4.0;SALAMANCA;Colisión lateral;Despejado;Turismo;Conductor;De 55 a 59 años;Mujer;14.0;Sin asistencia sanitaria;443907.17;4476134.631;N;;Madrid;40.43396289997762;-3.6613379920567763
2022S002213;2022-02-01;12:00:00;CALL. GOYA CON JARDINES DEL DESCUBRIMIENTO;1;CALL. GOYA CON JARDINES DEL DESCUBRIMIENTO,1,Madrid;4.0;SALAMANCA;Caída;Despejado;Ciclomotor;Conductor;De 40 a 44 años;Mujer;6.0;Asistencia sanitaria inmediata en centro de salud o mutua;441486.068;4475262.927;N;;Madrid;40.425943366694035;-3.6898007733849343
2022S002217;2022-02-01;12:30:00;CALL. DIEGO DE LEON / CALL. GENERAL PARDIÑAS;51;CALL. DIEGO DE LEON / CALL. GENERAL PARDIÑAS,51,Madrid;4.0;SALAMANCA;Colisión fronto-lateral;Despejado;Turismo;Conductor;De 45 a 49 años;Mujer;;;442511.295;4476225.355;N;;Madrid;40.4346848745301;-3.6778025736888456
2022S002217;2022-02-01;12:30:00;CALL. DIEGO DE LEON / CALL. GENERAL PARDIÑAS;51;CALL. DIEGO DE LEON / CALL. GENERAL PARDIÑAS,51,Madrid;4.0;SALAMANCA;Colisión fronto-lateral;Despejado;Turismo;Conductor;De 60 a 64 años;Hombre;;;442511.295;4476225.355;N;;Madrid;40.4346848745301;-3.6778025736888456
2022S002242;2022-02-01;16:20:00;CALL. ALCALA,229;229;CALL. ALCALA,229,229,Madrid;4.0;SALAMANCA;Alcance;Despejado;Turismo;Conductor;De 40 a 44 años;Hombre;14.0;Sin asistencia sanitaria;443613.023;4475703.924;N;;Madrid;40.4300629771553;-3.6647675727888522
2022S002242;2022-02-01;16:20:00;CALL. ALCALA,229;229;CALL. ALCALA,229,229,Madrid;4.0;SALAMANCA;Alcance;Despejado;Turismo;Conductor;De 60 a 64 años;Hombre;14.0;Sin asistencia sanitaria;443613.023;4475703.924;N;;Madrid;40.4300629771553;-3.6647675727888522
2022S002251;2022-02-01;19:06:00;PLAZA. MANUEL BECERRA / CALL. FRANCISCO SILVELA;4;PLAZA. MANUEL BECERRA / CALL. FRANCISCO SILVELA,4,Madrid;4.0;SALAMANCA;Colisión fronto-lateral;Despejado;Motocicleta hasta 125cc;Conductor;De 60 a 64 años;Hombre;;;443234.323;4475493.771;N;;Madrid;40.42814405332154;-3.66921315745313
2022S002251;2022-02-01;19:06:00;PLAZA. MANUEL BECERRA / CALL. FRANCISCO SILVELA;4;PLAZA. MANUEL BECERRA / CALL. FRANCISCO SILVELA,4,Madrid;4.0;SALAMANCA;Colisión fronto-lateral;Despejado;Turismo;Conductor;De 30 a 34 años;Hombre;;;443234.323;4475493.771;N;;Madrid;40.42814405332154;-3.66921315745313
2022S002251;2022-02-01;19:06:00;PLAZA. MANUEL BECERRA / CALL. FRANCISCO SILVELA;4;PLAZA. MANUEL BECERRA / CALL. FRANCISCO SILVELA,4,Madrid;4.0;SALAMANCA;Colisión fronto-lateral;Despejado;Turismo;Pasajero;De 25 a 29 años;Mujer;;;443234.323;4475493.771;N;;Madrid;40.42814405332154;-3.66921315745313
2022S002254;2022-02-01;18:45:00;CALL. HERMOSILLA,130;130;CALL. HERMOSILLA,130,130,Madrid;4.0;SALAMANCA;Choque contra obstáculo fijo;;Turismo;Conductor;De 50 a 54 años;Mujer;14.0;Sin asistencia sanitaria;443389.039;4475197.909;N;;Madrid;40.42548931638887;-3.6673629762896325
2022S002254;2022-02-01;18:45:00;CALL. HERMOSILLA,130;130;CALL. HERMOSILLA,130,130,Madrid;4.0;SALAMANCA;Choque contra obstáculo fijo;;Turismo;Conductor;Desconocido;Desconocido;;;443389.039;4475197.909;N;;Madrid;40.42548931638887;-3.6673629762896325
2022S002254;2022-02-01;18:45:00;CALL. HERMOSILLA,130;130;CALL. HERMOSILLA,130,130,Madrid;4.0;SALAMANCA;Choque contra obstáculo fijo;;Turismo;Conductor;Desconocido;Desconocido;;;443389.039;4475197.909;N;;Madrid;40.42548931638887;-3.6673629762896325
2022S002267;2022-02-01;17:35:00;CALL. CLAUDIO COELLO,57;57;CALL. CLAUDIO COELLO,57,57,Madrid;4.0;SALAMANCA;Colisión lateral;Despejado;Camión rígido;Conductor;De 45 a 49 años;Hombre;14.0;Sin asistencia sanitaria;441785.733;4475431.661;N;;Madrid;40.42748442750314;-3.6862838161082494
2022S002267;2022-02-01;17:35:00;CALL. CLAUDIO COELLO,57;57;CALL. CLAUDIO COELLO,57,57,Madrid;4.0;SALAMANCA;Colisión lateral;Despejado;Turismo;Conductor;Desconocido;Desconocido;;;441785.733;4475431.661;N;;Madrid;40.42748442750314;-3.6862838161082494
2022S002269;2022-02-01;20:40:00;CALL. FRANCISCO SANTOS,12;12;CALL. FRANCISCO SANTOS,12,12,Madrid;4.0;SALAMANCA;Atropello a animal;Despejado;Motocicleta hasta 125cc;Conductor;De 65 a 69 años;Mujer;2.0;Ingreso inferior o igual a 24 horas;443475.456;4476118.265;N;;Madrid;40.433786238872464;-3.6664261463147887
2022S002305;2022-02-02;12:45:00;CALL. FRANCISCO SILVELA,26;26;CALL. FRANCISCO SILVELA,26,26,Madrid;4.0;SALAMANCA;Caída;Despejado;Motocicleta hasta 125cc;Conductor;De 50 a 54 años;Hombre;7.0;Asistencia sanitaria sólo en el lugar del accidente;443041.156;4475857.716;N;;Madrid;40.43140945255456;-3.671522874976222
2022S002305;2022-02-02;12:45:00;CALL. FRANCISCO SILVELA,26;26;CALL. FRANCISCO SILVELA,26,26,Madrid;4.0;SALAMANCA;Caída;Despejado;Turismo;Conductor;De 50 a 54 años;Hombre;14.0;Sin asistencia sanitaria;443041.156;4475857.716;N;;Madrid;40.43140945255456;-3.671522874976222
2022S002319;2022-02-02;15:28:00;CALL. SERRANO,1;1;CALL. SERRANO,1,1,Madrid;4.0;SALAMANCA;Colisión lateral;;Camión rígido;Conductor;De 35 a 39 años;Hombre;;;441576.661;4474670.234;N;;Madrid;40.420610464630855;-3.688678421139801
2022S002319;2022-02-02;15:28:00;CALL. SERRANO,1;1;CALL. SERRANO,1,1,Madrid;4.0;SALAMANCA;Colisión lateral;;Turismo;Conductor;De 30 a 34 años;Mujer;;;441576.661;4474670.234;N;;Madrid;40.420610464630855;-3.688678421139801
2022S002351;2022-02-03;01:25:00;PASEO. CASTELLANA,32;32;PASEO. CASTELLANA,32,32,Madrid;4.0;SALAMANCA;Alcance;Despejado;Turismo;Conductor;De 30 a 34 años;Mujer;;;441621.366;4475931.547;N;;Madrid;40.43197612271136;-3.688267302745653
2022S002351;2022-02-03;01:25:00;PASEO. CASTELLANA,32;32;PASEO. CASTELLANA,32,32,Madrid;4.0;SALAMANCA;Alcance;Despejado;Turismo;Conductor;De 35 a 39 años;Hombre;;;441621.366;4475931.547;N;;Madrid;40.43197612271136;-3.688267302745653
2022S002407;2022-02-03;09:30:00;CALL. JUAN BRAVO,20;20;CALL. JUAN BRAVO,20,20,Madrid;4.0;SALAMANCA;Caída;Despejado;Motocicleta hasta 125cc;Conductor;De 45 a 49 años;Mujer;2.0;Ingreso inferior o igual a 24 horas;442116.713;4476005.714;N;;Madrid;40.432678873867815;-3.6824344531245043
2022S002444;2022-02-03;16:20:00;CALL. JUAN BRAVO,32;32;CALL. JUAN BRAVO,32,32,Madrid;4.0;SALAMANCA;Alcance;;Todo terreno;Conductor;De 45 a 49 años;Hombre;;;442408.176;4475988.341;N;;Madrid;40.43254260164296;-3.6789968074460364
2022S002444;2022-02-03;16:20:00;CALL. JUAN BRAVO,32;32;CALL. JUAN BRAVO,32,32,Madrid;4.0;SALAMANCA;Alcance;;Turismo;Conductor;Desconocido;Desconocido;;;442408.176;4475988.341;N;;Madrid;40.43254260164296;-3.6789968074460364
2022S002469;2022-02-04;01:10:00;PASEO. RECOLETOS / CALL. VILLANUEVA;4;PASEO. RECOLETOS / CALL. VILLANUEVA,4,Madrid;4.0;SALAMANCA;Alcance;Despejado;Turismo;Conductor;De 30 a 34 años;Mujer;;;441383.173;4474932.804;N;;Madrid;40.42296221577389;-3.6909832505038107
2022S002469;2022-02-04;01:10:00;PASEO. RECOLETOS / CALL. VILLANUEVA;4;PASEO. RECOLETOS / CALL. VILLANUEVA,4,Madrid;4.0;SALAMANCA;Alcance;Despejado;Turismo;Conductor;De 65 a 69 años;Mujer;;;441383.173;4474932.804;N;;Madrid;40.42296221577389;-3.6909832505038107
2022S002469;2022-02-04;01:10:00;PASEO. RECOLETOS / CALL. VILLANUEVA;4;PASEO. RECOLETOS / CALL. VILLANUEVA,4,Madrid;4.0;SALAMANCA;Alcance;Despejado;Turismo;Pasajero;De 35 a 39 años;Mujer;;;441383.173;4474932.804;N;;Madrid;40.42296221577389;-3.6909832505038107
2022S002469;2022-02-04;01:10:00;PASEO. RECOLETOS / CALL. VILLANUEVA;4;PASEO. RECOLETOS / CALL. VILLANUEVA,4,Madrid;4.0;SALAMANCA;Alcance;Despejado;Turismo;Pasajero;De 60 a 64 años;Hombre;;;441383.173;4474932.804;N;;Madrid;40.42296221577389;-3.6909832505038107
2022S002491;2022-02-04;08:35:00;CALL. AZCONA,36;36;CALL. AZCONA,36,36,Madrid;4.0;SALAMANCA;Colisión fronto-lateral;Despejado;Motocicleta hasta 125cc;Conductor;De 40 a 44 años;Hombre;;;443192.79;4476158.177;N;;Madrid;40.434126528235424;-3.669762139379446
2022S002491;2022-02-04;08:35:00;CALL. AZCONA,36;36;CALL. AZCONA,36,36,Madrid;4.0;SALAMANCA;Colisión fronto-lateral;Despejado;Turismo;Conductor;De 50 a 54 años;Hombre;;;443192.79;4476158.177;N;;Madrid;40.434126528235424;-3.669762139379446
2022S002507;2022-02-04;13:05:00;CALL. DOCTOR ESQUERDO,34;34;CALL. DOCTOR ESQUERDO,34,34,Madrid;4.0;SALAMANCA;Alcance;Despejado;Furgoneta;Conductor;De 35 a 39 años;Hombre;7.0;Asistencia sanitaria sólo en el lugar del accidente;443252.607;4474865.994;N;;Madrid;40.422489956955594;-3.6689415902838305
2022S002507;2022-02-04;13:05:00;CALL. DOCTOR ESQUERDO,34;34;CALL. DOCTOR ESQUERDO,34,34,Madrid;4.0;SALAMANCA;Alcance;Despejado;Turismo;Conductor;De 25 a 29 años;Mujer;7.0;Asistencia sanitaria sólo en el lugar del accidente;443252.607;4474865.994;N;;Madrid;40.422489956955594;-3.6689415902838305
2022S002535;2022-02-04;15:15:00;AUTOV. M-30,PK 7.700 CALZADA INTERIOR LATERAL;+00700I;AUTOV. M-30,PK 7.700 CALZADA INTERIOR LATERAL,+00700I,Madrid;4.0;SALAMANCA;Alcance;Despejado;Turismo;Conductor;De 21 a 24 años;Hombre;7.0;Asistencia sanitaria sólo en el lugar del accidente;444035.417;4474977.858;N;;Madrid;40.423550709465054;-3.6597242096354377
2022S002535;2022-02-04;15:15:00;AUTOV. M-30,PK 7.700 CALZADA INTERIOR LATERAL;+00700I;AUTOV. M-30,PK 7.700 CALZADA INTERIOR LATERAL,+00700I,Madrid;4.0;SALAMANCA;Alcance;Despejado;Turismo;Conductor;De 55 a 59 años;Hombre;14.0;Sin asistencia sanitaria;444035.417;4474977.858;N;;Madrid;40.423550709465054;-3.6597242096354377
2022S002535;2022-02-04;15:15:00;AUTOV. M-30,PK 7.700 CALZADA INTERIOR LATERAL;+00700I;AUTOV. M-30,PK 7.700 CALZADA INTERIOR LATERAL,+00700I,Madrid;4.0;SALAMANCA;Alcance;Despejado;Turismo;Pasajero;De 25 a 29 años;Mujer;7.0;Asistencia sanitaria sólo en el lugar del accidente;444035.417;4474977.858;N;;Madrid;40.423550709465054;-3.6597242096354377
2022S002610;2022-02-04;21:20:00;CALL. GOYA,117;117;CALL. GOYA,117,117,Madrid;4.0;SALAMANCA;Alcance;Despejado;Motocicleta hasta 125cc;Conductor;De 21 a 24 años;Hombre;7.0;Asistencia sanitaria sólo en el lugar del accidente;443029.576;4475105.229;N;;Madrid;40.42462986959991;-3.671591955970495
2022S002610;2022-02-04;21:20:00;CALL. GOYA,117;117;CALL. GOYA,117,117,Madrid;4.0;SALAMANCA;Alcance;Despejado;Turismo;Conductor;De 30 a 34 años;Mujer;14.0;Sin asistencia sanitaria;443029.576;4475105.229;N;;Madrid;40.42462986959991;-3.671591955970495
2022S002615;2022-02-05;16:10:00;CALL. FRANCISCO SILVELA,TÚNEL A MANUEL BECERRA;85;CALL. FRANCISCO SILVELA,TÚNEL A MANUEL BECERRA,85,Madrid;4.0;SALAMANCA;Alcance;Despejado;Motocicleta > 125cc;Conductor;De 30 a 34 años;Hombre;3.0;Ingreso superior a 24 horas;442580.638;4476480.711;N;;Madrid;40.43699003729151;-3.677008133927714
2022S002615;2022-02-05;16:10:00;CALL. FRANCISCO SILVELA,TÚNEL A MANUEL BECERRA;85;CALL. FRANCISCO SILVELA,TÚNEL A MANUEL BECERRA,85,Madrid;4.0;SALAMANCA;Alcance;Despejado;Turismo;Conductor;De 55 a 59 años;Hombre;14.0;Sin asistencia sanitaria;442580.638;4476480.711;N;;Madrid;40.43699003729151;-3.677008133927714
